,mae,srcc,plcc,p-val,best2,best4,epoch,path json,path py
1,4.131799697875977,0.9328629374504089,0.9384597539901733,0.00000,0.931620180606842,0.9296903610229492,20,Tres_zkoniq10k_922265847976975003.json,zkoniq10k_org_best_v2_1_lr1.py
2,0.151536762714386,0.9279965758323669,0.9384998083114624,0.00000,0.9273550510406494,0.9264131188392639,80,Tres_koniq10k_958918668116305420.json,koniq10k_org_convnext_tiny_1.py
0,0.1570691466331482,0.9218181371688843,0.9313737154006958,0.00000,0.9181005358695984,0.9116853475570679,10,Tres_koniq10k_1643064817860077949.json,koniq10k_org_best_v2_1.py
