,mae,srcc,plcc,p-val,best2,best4,epoch,path json,path py
118,18.85722541809082,0.8447299003601074,0.8589637279510498,0.02993,0.8371783494949341,0.8326550126075745,110,Tres_clive_1049446313320139143.json,org_npe_f_1.py
87,8.009679794311523,0.8447099328041077,0.873711109161377,0.02964,0.8443598747253418,0.8421494364738464,60,Tres_clive_2159449086626182332.json,lastGood_var5.py
74,18.111251831054688,0.844402551651001,0.8703975081443787,0.02562,0.8442327976226807,0.8422898650169373,100,Tres_clive_33091173434441537.json,org_nb_f_5.py
31,17.13809585571289,0.8442602753639221,0.8771252632141113,0.02399,0.8400329351425171,0.8394314646720886,100,Tres_clive_2037013570841312031.json,peel7.py
120,8.181987762451172,0.843838095664978,0.87583327293396,0.01981,0.8428865671157837,0.8396904468536377,140,Tres_clive_961440725432888441.json,lastGood_var3.py
61,14.568775177001953,0.8436512351036072,0.8916208148002625,0.01824,0.8405120372772217,0.8394438028335571,149,Tres_clive_6018207353725825372.json,org_convnext_tiny_4.py
43,17.03633689880371,0.8435260057449341,0.7872461676597595,0.01728,0.8430449962615967,0.8359346389770508,140,Tres_clive_1167528150321289661.json,org_mape_f_3.py
59,8.282818794250488,0.8427101373672485,0.8764840960502625,0.01228,0.8421703577041626,0.8402112722396851,60,Tres_clive_2042362318141609257.json,lastGood_var4.py
3,18.534555435180664,0.8423790335655212,0.8881264925003052,0.01077,0.837876558303833,0.8343455791473389,30,Tres_clive_1584188848206135603.json,org_dtl_4.py
29,7.8928399085998535,0.8417254090309143,0.8728377223014832,0.00839,0.839958906173706,0.8218865394592285,30,Tres_clive_1299198049389153366.json,lastGood_var2_v6_smalltest_effnetb4.py
48,16.31110191345215,0.8415185809135437,0.8632111549377441,0.00777,0.8369089365005493,0.8315830230712891,149,Tres_clive_8859005128117038209.json,org_ix_f_1.py
46,22.357351303100586,0.841260552406311,0.8656487464904785,0.00708,0.8388831615447998,0.8346823453903198,140,Tres_clive_302403987053947868.json,org_dml_2.py
66,18.252058029174805,0.840849757194519,0.8613656163215637,0.00612,0.8352373242378235,0.8332726359367371,110,Tres_clive_6222694893954475070.json,org_nb_f_1.py
96,8.770203590393066,0.840275764465332,0.8630679845809937,0.00504,0.8360854387283325,0.8235040307044983,90,Tres_clive_375773654767507420.json,lastGood_var2_maeXdtl_w1_dtl1.py
110,19.68893814086914,0.8402501940727234,0.8558728694915771,0.00500,0.8374581933021545,0.8301391005516052,60,Tres_clive_6723357161279068945.json,org_nb_f_2.py
4,20.656368255615234,0.8387010097503662,0.8655515313148499,0.00307,0.8377779126167297,0.8351140022277832,60,Tres_clive_1559489598999830973.json,org_dtl_2.py
116,7.884235382080078,0.8385738730430603,0.8679874539375305,0.00296,0.8377295136451721,0.8298099040985107,70,Tres_clive_110343607505666380.json,lastGood_var2_6xTrans_optim4.py
41,7.669232368469238,0.838559627532959,0.8885951638221741,0.00295,0.8314113020896912,0.8253748416900635,10,Tres_clive_2204508173240278964.json,org_best_v2_4.py
137,19.7480525970459,0.8373832702636719,0.8681639432907104,0.00211,0.8328039646148682,0.8284732103347778,80,Tres_clive_96627729541098137.json,org_l2poolPaper2.py
109,15.494738578796387,0.8359184861183167,0.8861247897148132,0.00144,0.8304018974304199,0.8282778263092041,40,Tres_clive_1886272289329716179.json,org_dml_4.py
39,13.467665672302246,0.8357781171798706,0.8535759449005127,0.00139,0.8287844061851501,0.8275738954544067,110,Tres_clive_1853586195547644801.json,org.py
52,18.988338470458984,0.8356224894523621,0.8547549247741699,0.00134,0.835541844367981,0.8265654444694519,110,Tres_clive_761952156509068320.json,org_l2poolPaper.py
21,16.03038215637207,0.8352439999580383,0.8674338459968567,0.00122,0.8230752348899841,0.7151833176612854,40,Tres_clive_906327575819783311.json,org_ix_f_3.py
